sensor_id,dow_name,hour,median_count,mean_count,samples
19,Wednesday,18,1202.0,1214.25,4
19,Wednesday,19,1156.5,1145.25,4
19,Wednesday,20,1031.5,1062.75,4
19,Wednesday,21,801.0,851.0,4
19,Wednesday,22,474.5,497.75,4
19,Wednesday,23,269.5,274.75,4
20,Friday,0,182.5,181.25,4
20,Friday,1,152.0,152.5,4
20,Friday,2,85.5,108.0,4
20,Friday,3,48.0,65.5,4
20,Friday,4,59.5,64.0,4
20,Friday,5,22.5,20.75,4
20,Friday,6,23.0,24.5,4
20,Friday,7,44.5,44.25,4
20,Friday,8,113.5,110.25,4
20,Friday,9,129.0,137.0,4
20,Friday,10,172.0,187.0,4
20,Friday,11,273.5,281.0,4
20,Friday,12,438.5,471.75,4
20,Friday,13,501.5,478.0,4
20,Friday,14,394.0,392.5,4
20,Friday,15,407.0,408.75,4
20,Friday,16,408.0,410.5,4
20,Friday,17,657.5,664.0,4
20,Friday,18,890.0,947.5,4
20,Friday,19,1069.0,1169.25,4
20,Friday,20,1167.0,1229.75,4
20,Friday,21,935.0,942.0,4
20,Friday,22,789.0,805.75,4
20,Friday,23,611.5,614.0,4
20,Monday,0,43.0,56.4,5
20,Monday,1,32.0,34.2,5
20,Monday,2,15.0,15.8,5
20,Monday,3,18.0,14.8,5
20,Monday,4,12.0,11.8,5
20,Monday,5,11.0,12.6,5
20,Monday,6,24.0,23.6,5
20,Monday,7,49.0,46.4,5
20,Monday,8,103.0,94.2,5
20,Monday,9,114.0,111.2,5
20,Monday,10,198.0,196.8,5
20,Monday,11,281.0,264.0,5
20,Monday,12,474.0,449.6,5
20,Monday,13,448.0,476.0,5
20,Monday,14,384.0,399.4,5
20,Monday,15,358.0,334.4,5
20,Monday,16,308.0,308.2,5
20,Monday,17,403.0,439.4,5
20,Monday,18,628.0,583.8,5
20,Monday,19,651.0,637.2,5
20,Monday,20,490.0,497.8,5
20,Monday,21,384.0,380.8,5
20,Monday,22,188.0,190.0,5
20,Monday,23,105.0,118.0,5
20,Saturday,0,391.0,457.2,5
20,Saturday,1,219.0,269.2,5
20,Saturday,2,125.0,127.6,5
20,Saturday,3,115.0,101.6,5
20,Saturday,4,40.0,49.6,5
20,Saturday,5,14.0,19.2,5
20,Saturday,6,16.0,28.6,5
20,Saturday,7,37.0,39.4,5
20,Saturday,8,68.0,65.2,5
20,Saturday,9,117.0,126.8,5
20,Saturday,10,197.0,211.2,5
20,Saturday,11,345.0,331.4,5
20,Saturday,12,451.0,518.0,5
20,Saturday,13,692.0,656.2,5
20,Saturday,14,602.0,570.6,5
20,Saturday,15,541.0,516.4,5
20,Saturday,16,610.0,676.8,5
20,Saturday,17,785.0,828.4,5
20,Saturday,18,1045.0,1136.0,5
20,Saturday,19,1092.0,1271.2,5
20,Saturday,20,1022.0,1083.8,5
20,Saturday,21,972.0,976.0,5
20,Saturday,22,992.0,986.4,5
20,Saturday,23,878.0,905.8,5
20,Sunday,0,825.0,913.2,5
20,Sunday,1,566.0,538.6,5
20,Sunday,2,298.0,290.4,5
20,Sunday,3,222.0,234.0,5
20,Sunday,4,107.0,109.8,5
20,Sunday,5,57.0,68.0,5
20,Sunday,6,24.0,24.0,5
20,Sunday,7,35.0,34.4,5
20,Sunday,8,55.0,54.2,5
20,Sunday,9,108.0,107.8,5
20,Sunday,10,209.0,195.6,5
20,Sunday,11,375.0,355.8,5
20,Sunday,12,666.0,579.8,5
20,Sunday,13,664.0,594.6,5
20,Sunday,14,560.0,526.8,5
20,Sunday,15,649.0,570.8,5
20,Sunday,16,529.0,495.4,5
20,Sunday,17,678.0,679.4,5
20,Sunday,18,802.0,928.6,5
20,Sunday,19,666.0,798.2,5
20,Sunday,20,625.0,739.6,5
20,Sunday,21,623.0,595.2,5
20,Sunday,22,264.0,281.2,5
20,Sunday,23,127.0,138.2,5
20,Thursday,0,62.0,66.5,4
20,Thursday,1,39.0,42.75,4
20,Thursday,2,16.0,16.0,4
20,Thursday,3,14.5,13.5,4
20,Thursday,4,5.0,5.5,4
20,Thursday,5,8.5,8.5,4
20,Thursday,6,27.5,27.75,4
20,Thursday,7,68.5,68.75,4
20,Thursday,8,111.5,108.25,4
20,Thursday,9,123.0,123.0,4
20,Thursday,10,190.0,183.0,4
20,Thursday,11,313.0,292.75,4
20,Thursday,12,554.0,563.0,4
20,Thursday,13,510.0,524.75,4
20,Thursday,14,358.0,373.25,4
20,Thursday,15,391.0,397.75,4
20,Thursday,16,431.0,421.5,4
20,Thursday,17,574.5,613.5,4
20,Thursday,18,810.0,766.75,4
20,Thursday,19,889.0,845.0,4
20,Thursday,20,775.5,823.25,4
20,Thursday,21,697.5,675.5,4
20,Thursday,22,343.0,413.75,4
20,Thursday,23,284.5,303.5,4
20,Tuesday,0,44.5,47.0,4
20,Tuesday,1,17.5,21.25,4
20,Tuesday,2,6.5,7.0,4
20,Tuesday,3,15.5,15.25,4
20,Tuesday,4,9.0,9.5,4
20,Tuesday,5,8.5,10.0,4
20,Tuesday,6,33.0,30.5,4
20,Tuesday,7,55.5,53.75,4
20,Tuesday,8,124.0,125.75,4
20,Tuesday,9,137.0,138.75,4
20,Tuesday,10,190.0,192.75,4
20,Tuesday,11,241.0,249.75,4
20,Tuesday,12,492.5,493.0,4
20,Tuesday,13,465.0,469.0,4
20,Tuesday,14,301.5,307.75,4
20,Tuesday,15,298.5,299.25,4
20,Tuesday,16,294.0,304.25,4
20,Tuesday,17,466.0,467.25,4
20,Tuesday,18,589.5,598.25,4
20,Tuesday,19,595.0,602.25,4
20,Tuesday,20,529.5,521.5,4
20,Tuesday,21,439.0,441.5,4
20,Tuesday,22,222.5,215.25,4
20,Tuesday,23,105.0,97.5,4
20,Wednesday,0,46.0,49.0,4
20,Wednesday,1,30.5,29.75,4
20,Wednesday,2,10.0,9.25,4
20,Wednesday,3,13.0,13.25,4
20,Wednesday,4,6.0,7.333333333333333,3
20,Wednesday,5,13.0,13.0,3
20,Wednesday,6,23.0,23.75,4
20,Wednesday,7,54.5,56.25,4
20,Wednesday,8,112.5,114.5,4
20,Wednesday,9,118.5,127.5,4
20,Wednesday,10,157.0,156.25,4
20,Wednesday,11,271.0,278.25,4
20,Wednesday,12,509.5,504.5,4
20,Wednesday,13,439.5,440.5,4
20,Wednesday,14,353.5,354.0,4
20,Wednesday,15,401.5,397.25,4
20,Wednesday,16,325.5,344.25,4
20,Wednesday,17,495.5,512.0,4
20,Wednesday,18,711.5,691.25,4
20,Wednesday,19,632.5,633.25,4
20,Wednesday,20,542.5,556.75,4
20,Wednesday,21,578.0,578.0,4
20,Wednesday,22,261.0,262.75,4
20,Wednesday,23,138.5,137.5,4
21,Friday,0,187.0,187.0,1
21,Friday,1,76.5,76.5,2
21,Friday,2,42.5,42.5,2
21,Friday,3,18.0,18.0,1
21,Friday,4,24.0,24.0,2
21,Friday,5,12.0,12.0,2
21,Friday,6,30.0,30.0,3
21,Friday,7,89.0,89.0,1
21,Friday,8,156.5,156.5,2
21,Friday,9,165.0,177.33333333333334,3
21,Friday,10,256.5,258.0,4
21,Friday,11,399.5,393.75,4
21,Friday,12,753.5,758.0,4
21,Friday,13,809.0,802.75,4
21,Friday,14,690.5,671.0,4
21,Friday,15,644.5,644.0,4
21,Friday,16,671.5,671.75,4
21,Friday,17,852.5,859.75,4
21,Friday,18,1023.5,1021.5,4
21,Friday,19,972.0,1000.75,4
21,Friday,20,997.5,1006.5,4
21,Friday,21,878.5,859.25,4
21,Friday,22,740.5,749.75,4
21,Friday,23,598.0,601.5,4
21,Monday,0,194.0,194.0,2
21,Monday,1,40.0,40.0,2
21,Monday,2,45.0,44.0,3
21,Monday,3,17.5,40.75,4
21,Monday,4,8.0,14.25,4
21,Monday,5,9.0,9.0,2
21,Monday,6,21.5,21.5,2
21,Monday,7,49.0,44.333333333333336,3
21,Monday,8,123.0,116.75,4
21,Monday,9,176.0,177.0,3
21,Monday,10,259.0,260.8,5
21,Monday,11,415.0,439.4,5
21,Monday,12,821.0,794.6,5
21,Monday,13,801.0,804.0,5
21,Monday,14,655.0,634.4,5
21,Monday,15,559.0,603.6,5
21,Monday,16,567.0,588.8,5
21,Monday,17,719.0,730.6,5
21,Monday,18,762.0,757.0,5
21,Monday,19,622.0,620.4,5
21,Monday,20,556.0,566.0,5
21,Monday,21,386.0,378.4,5
21,Monday,22,224.0,233.6,5
21,Monday,23,153.0,159.0,5
21,Saturday,0,370.5,370.5,2
21,Saturday,1,231.5,231.5,2
21,Saturday,2,150.0,150.0,2
21,Saturday,3,105.0,99.33333333333333,3
21,Saturday,4,44.0,44.25,4
21,Saturday,5,18.0,19.0,3
21,Saturday,6,23.0,23.5,4
21,Saturday,7,46.5,46.5,2
21,Saturday,8,70.0,75.0,3
21,Saturday,9,153.5,153.5,2
21,Saturday,10,266.0,258.2,5
21,Saturday,11,431.0,434.0,5
21,Saturday,12,626.0,641.0,5
21,Saturday,13,727.0,734.2,5
21,Saturday,14,848.0,814.6,5
21,Saturday,15,884.0,838.8,5
21,Saturday,16,865.0,819.0,5
21,Saturday,17,931.0,921.2,5
21,Saturday,18,1088.0,1148.2,5
21,Saturday,19,977.0,1041.0,5
21,Saturday,20,1021.0,999.6,5
21,Saturday,21,881.0,913.0,5
21,Saturday,22,782.0,847.8,5
21,Saturday,23,715.0,726.4,5
21,Sunday,0,515.5,515.5,2
21,Sunday,1,354.0,354.0,2
21,Sunday,2,235.0,225.66666666666666,3
21,Sunday,3,178.5,172.0,4
21,Sunday,4,68.0,66.66666666666667,3
21,Sunday,5,41.0,37.0,4
21,Sunday,6,29.0,29.0,2
21,Sunday,7,25.5,25.5,2
21,Sunday,8,86.0,86.0,2
21,Sunday,9,127.0,124.6,5
21,Sunday,10,255.0,231.8,5
21,Sunday,11,458.0,429.4,5
21,Sunday,12,670.0,599.8,5
21,Sunday,13,747.0,729.4,5
21,Sunday,14,787.0,718.8,5
21,Sunday,15,770.0,698.4,5
21,Sunday,16,769.0,707.4,5
21,Sunday,17,718.0,721.2,5
21,Sunday,18,860.0,793.4,5
21,Sunday,19,721.0,726.6,5
21,Sunday,20,581.0,676.4,5
21,Sunday,21,500.0,522.8,5
21,Sunday,22,259.0,368.2,5
21,Sunday,23,152.0,186.6,5
21,Thursday,0,109.5,109.5,2
21,Thursday,1,52.0,52.0,1
21,Thursday,2,26.5,26.5,2
21,Thursday,3,12.0,12.0,1
21,Thursday,4,8.0,8.0,1
21,Thursday,5,12.0,14.0,3
21,Thursday,6,28.0,27.666666666666668,3
21,Thursday,7,90.0,93.33333333333333,3
21,Thursday,9,209.0,209.0,1
21,Thursday,10,258.5,261.5,4
21,Thursday,11,443.5,438.0,4
21,Thursday,12,915.0,909.75,4
21,Thursday,13,885.5,878.25,4
21,Thursday,14,680.5,680.0,4
21,Thursday,15,594.5,590.0,4
21,Thursday,16,626.0,604.25,4
21,Thursday,17,798.0,747.25,4
21,Thursday,18,858.0,785.5,4
21,Thursday,19,771.0,697.0,4
21,Thursday,20,672.0,662.75,4
21,Thursday,21,592.0,551.0,4
21,Thursday,22,425.0,438.75,4
21,Thursday,23,297.0,296.0,4
21,Tuesday,0,78.0,78.0,1
21,Tuesday,1,31.0,31.0,1
21,Tuesday,2,22.5,22.5,2
21,Tuesday,3,17.0,17.0,2
21,Tuesday,4,14.0,14.0,2
21,Tuesday,5,10.0,10.0,2
21,Tuesday,6,27.0,27.666666666666668,3
21,Tuesday,7,88.0,85.66666666666667,3
21,Tuesday,8,169.5,170.0,4
21,Tuesday,9,175.0,175.0,2
21,Tuesday,10,242.0,249.5,4
21,Tuesday,11,392.0,387.25,4
21,Tuesday,12,923.0,902.75,4
21,Tuesday,13,876.5,849.75,4
21,Tuesday,14,581.0,586.25,4
21,Tuesday,15,504.0,516.75,4
21,Tuesday,16,564.0,577.75,4
21,Tuesday,17,749.5,744.75,4
21,Tuesday,18,752.0,748.75,4
21,Tuesday,19,631.0,651.5,4
21,Tuesday,20,565.0,570.0,4
21,Tuesday,21,395.5,410.5,4
21,Tuesday,22,255.5,267.25,4
21,Tuesday,23,151.0,152.5,4
21,Wednesday,0,55.0,55.0,1
21,Wednesday,1,32.0,32.0,2
21,Wednesday,2,23.0,23.0,2
21,Wednesday,3,7.0,7.0,1
21,Wednesday,4,5.5,5.5,2
21,Wednesday,5,7.0,10.333333333333334,3
21,Wednesday,6,28.5,28.5,2
21,Wednesday,7,87.5,84.75,4
21,Wednesday,8,159.0,159.0,2
21,Wednesday,9,176.0,176.0,1
21,Wednesday,10,279.5,282.5,4
21,Wednesday,11,448.0,436.5,4
21,Wednesday,12,887.0,891.25,4
21,Wednesday,13,836.5,837.75,4
21,Wednesday,14,646.5,643.0,4
21,Wednesday,15,569.5,560.5,4
21,Wednesday,16,594.5,598.0,4
21,Wednesday,17,783.0,790.25,4
21,Wednesday,18,798.0,797.5,4
21,Wednesday,19,573.0,595.75,4
21,Wednesday,20,590.5,587.0,4
21,Wednesday,21,527.5,516.5,4
21,Wednesday,22,311.5,314.75,4
21,Wednesday,23,196.0,198.75,4
23,Friday,0,43.5,41.75,4
23,Friday,1,22.5,22.75,4
23,Friday,2,17.0,17.75,4
23,Friday,3,29.0,24.75,4
23,Friday,4,7.0,8.666666666666666,3
23,Friday,5,47.0,46.666666666666664,3
23,Friday,6,148.0,154.66666666666666,3
23,Friday,7,338.0,359.6666666666667,3
23,Friday,8,865.0,920.0,4
23,Friday,9,567.0,640.5,4
23,Friday,10,455.0,554.75,4
23,Friday,11,437.5,455.25,4
23,Friday,12,776.5,772.0,4
23,Friday,13,645.0,647.75,4
23,Friday,14,447.5,472.25,4
23,Friday,15,503.0,517.0,4
23,Friday,16,657.5,658.0,4
23,Friday,17,810.5,804.5,4
23,Friday,18,489.5,518.0,4
23,Friday,19,386.5,399.5,4
23,Friday,20,351.5,339.25,4
23,Friday,21,251.5,258.5,4
23,Friday,22,260.5,267.5,4
23,Friday,23,238.0,222.5,4
23,Monday,0,36.0,38.2,5
23,Monday,1,16.0,17.8,5
23,Monday,2,9.0,11.8,5
23,Monday,3,10.0,13.6,5
23,Monday,4,10.0,10.6,5
23,Monday,5,53.0,50.4,5
23,Monday,6,165.0,147.6,5
23,Monday,7,422.0,357.2,5
23,Monday,8,1039.0,858.0,5
23,Monday,9,575.0,533.0,5
23,Monday,10,413.0,393.0,5
23,Monday,11,393.0,403.2,5
23,Monday,12,836.0,702.4,5
23,Monday,13,651.0,580.6,5
23,Monday,14,427.0,384.6,5
23,Monday,15,451.0,427.4,5
23,Monday,16,679.0,574.8,5
23,Monday,17,856.0,845.8,5
23,Monday,18,436.0,402.4,5
23,Monday,19,268.0,262.4,5
23,Monday,20,203.0,197.8,5
23,Monday,21,153.0,159.8,5
23,Monday,22,82.0,88.4,5
23,Monday,23,62.0,59.6,5
23,Saturday,0,93.0,83.4,5
23,Saturday,1,53.0,51.2,5
23,Saturday,2,24.0,25.4,5
23,Saturday,3,23.0,23.0,5
23,Saturday,4,18.0,17.0,5
23,Saturday,5,31.0,31.8,5
23,Saturday,6,62.0,57.4,5
23,Saturday,7,80.0,89.2,5
23,Saturday,8,190.0,214.0,5
23,Saturday,9,278.0,358.6,5
23,Saturday,10,317.0,390.6,5
23,Saturday,11,354.0,380.2,5
23,Saturday,12,342.0,368.6,5
23,Saturday,13,310.0,302.2,5
23,Saturday,14,303.0,304.8,5
23,Saturday,15,372.0,379.0,5
23,Saturday,16,354.0,375.8,5
23,Saturday,17,322.0,376.0,5
23,Saturday,18,436.0,420.6,5
23,Saturday,19,416.0,411.8,5
23,Saturday,20,305.0,324.8,5
23,Saturday,21,255.0,283.8,5
23,Saturday,22,280.0,285.2,5
23,Saturday,23,185.0,227.0,5
23,Sunday,0,116.0,108.2,5
23,Sunday,1,62.0,59.0,5
23,Sunday,2,41.0,42.8,5
23,Sunday,3,23.0,25.8,5
23,Sunday,4,17.0,18.8,5
23,Sunday,5,31.0,32.0,5
23,Sunday,6,38.0,42.0,5
23,Sunday,7,80.0,82.6,5
23,Sunday,8,172.0,191.0,5
23,Sunday,9,259.0,282.2,5
23,Sunday,10,290.0,304.4,5
23,Sunday,11,319.0,333.4,5
23,Sunday,12,258.0,283.0,5
23,Sunday,13,313.0,295.2,5
23,Sunday,14,278.0,273.4,5
23,Sunday,15,272.0,263.4,5
23,Sunday,16,266.0,248.0,5
23,Sunday,17,349.0,307.0,5
23,Sunday,18,249.0,310.0,5
23,Sunday,19,202.0,265.4,5
23,Sunday,20,180.0,218.8,5
23,Sunday,21,177.0,189.4,5
23,Sunday,22,98.0,110.4,5
23,Sunday,23,72.0,76.6,5
23,Thursday,0,29.0,31.0,4
23,Thursday,1,16.0,17.0,4
23,Thursday,2,12.5,13.25,4
23,Thursday,3,14.5,16.25,4
23,Thursday,4,6.5,7.25,4
23,Thursday,5,61.0,53.0,4
23,Thursday,6,194.5,183.75,4
23,Thursday,7,546.0,521.0,4
23,Thursday,8,1493.0,1454.25,4
23,Thursday,9,917.0,912.0,4
23,Thursday,10,535.5,530.0,4
23,Thursday,11,549.5,540.0,4
23,Thursday,12,1062.5,1067.5,4
23,Thursday,13,867.0,897.75,4
23,Thursday,14,597.0,587.25,4
23,Thursday,15,635.0,642.0,4
23,Thursday,16,919.0,956.25,4
23,Thursday,17,1207.0,1242.5,4
23,Thursday,18,550.5,535.75,4
23,Thursday,19,360.0,350.5,4
23,Thursday,20,261.0,279.5,4
23,Thursday,21,237.5,256.0,4
23,Thursday,22,188.5,199.0,4
23,Thursday,23,124.0,123.5,4
23,Tuesday,0,24.5,23.25,4
23,Tuesday,1,16.0,16.5,4
23,Tuesday,2,7.0,7.5,4
23,Tuesday,3,12.0,11.0,4
23,Tuesday,4,8.5,8.25,4
23,Tuesday,5,47.0,49.25,4
23,Tuesday,6,186.5,188.5,4
23,Tuesday,7,544.0,542.75,4
23,Tuesday,8,1429.5,1422.5,4
23,Tuesday,9,846.0,852.25,4
23,Tuesday,10,493.5,481.75,4
23,Tuesday,11,538.5,534.75,4
23,Tuesday,12,1133.5,1119.0,4
23,Tuesday,13,899.5,865.0,4
23,Tuesday,14,542.5,529.0,4
23,Tuesday,15,549.5,570.75,4
23,Tuesday,16,874.5,876.25,4
23,Tuesday,17,1172.5,1161.5,4
23,Tuesday,18,540.5,540.0,4
23,Tuesday,19,316.5,316.0,4
23,Tuesday,20,212.5,223.5,4
23,Tuesday,21,177.5,177.25,4
23,Tuesday,22,125.5,124.25,4
23,Tuesday,23,65.5,67.5,4
23,Wednesday,0,25.0,25.75,4
23,Wednesday,1,25.5,26.25,4
23,Wednesday,2,9.0,9.25,4
23,Wednesday,3,12.5,12.75,4
23,Wednesday,4,6.0,7.0,3
23,Wednesday,5,47.0,48.0,3
23,Wednesday,6,176.5,172.0,4
23,Wednesday,7,534.5,531.75,4
23,Wednesday,8,1388.0,1372.75,4
23,Wednesday,9,828.5,840.75,4
23,Wednesday,10,483.5,478.25,4
23,Wednesday,11,539.5,530.75,4
23,Wednesday,12,955.0,977.5,4
23,Wednesday,13,687.0,743.0,4
23,Wednesday,14,458.5,474.25,4
23,Wednesday,15,524.0,508.25,4
23,Wednesday,16,838.5,830.0,4
23,Wednesday,17,1194.0,1196.25,4
23,Wednesday,18,595.0,591.25,4
23,Wednesday,19,320.5,322.25,4
23,Wednesday,20,268.0,275.5,4
23,Wednesday,21,226.0,222.75,4
23,Wednesday,22,139.0,143.5,4
23,Wednesday,23,64.0,73.75,4
24,Friday,0,167.5,183.25,4
24,Friday,1,72.0,72.0,4
24,Friday,2,37.0,38.25,4
24,Friday,3,45.5,43.0,4
24,Friday,4,46.0,43.25,4
24,Friday,5,166.0,162.75,4
24,Friday,6,504.0,524.25,4
24,Friday,7,1001.0,1044.5,4
24,Friday,8,2021.5,2122.5,4
24,Friday,9,1582.0,1722.75,4
24,Friday,10,1273.5,1603.5,4
24,Friday,11,1223.0,1369.75,4
24,Friday,12,1526.5,1572.5,4
24,Friday,13,1672.0,1588.0,4
24,Friday,14,1384.5,1452.25,4
24,Friday,15,1682.5,1735.0,4
24,Friday,16,2090.0,2149.25,4
24,Friday,17,2446.0,2545.75,4
24,Friday,18,1822.5,1936.0,4
24,Friday,19,1331.5,1487.75,4
24,Friday,20,956.5,1017.25,4
24,Friday,21,905.5,994.25,4
24,Friday,22,929.0,1028.5,4
24,Friday,23,735.5,739.5,4
24,Monday,0,111.0,134.4,5
24,Monday,1,47.0,47.2,5
24,Monday,2,41.0,47.6,5
24,Monday,3,38.0,44.0,5
24,Monday,4,29.0,31.2,5
24,Monday,5,161.0,165.8,5
24,Monday,6,495.0,440.8,5
24,Monday,7,1166.0,1019.2,5
24,Monday,8,2184.0,1923.4,5
24,Monday,9,1348.0,1292.8,5
24,Monday,10,1038.0,921.4,5
24,Monday,11,1108.0,1135.5,4
24,Monday,12,1409.5,1342.5,4
24,Monday,13,1320.0,1341.75,4
24,Monday,14,1331.5,1318.5,4
24,Monday,15,1598.0,1583.0,4
24,Monday,16,2282.0,2315.25,4
24,Monday,17,2671.0,2667.75,4
24,Monday,18,1466.0,1492.25,4
24,Monday,19,852.0,852.75,4
24,Monday,20,715.5,704.75,4
24,Monday,21,603.5,605.75,4
24,Monday,22,411.0,417.75,4
24,Monday,23,240.0,256.0,4
24,Saturday,0,299.0,310.6,5
24,Saturday,1,186.0,182.2,5
24,Saturday,2,87.0,93.0,5
24,Saturday,3,82.0,82.4,5
24,Saturday,4,66.0,63.8,5
24,Saturday,5,88.0,92.8,5
24,Saturday,6,195.0,216.4,5
24,Saturday,7,363.0,390.6,5
24,Saturday,8,548.0,650.4,5
24,Saturday,9,804.0,1045.6,5
24,Saturday,10,1007.0,1097.8,5
24,Saturday,11,1201.0,1309.8,5
24,Saturday,12,1216.0,1244.4,5
24,Saturday,13,1210.0,1200.0,5
24,Saturday,14,1332.0,1266.8,5
24,Saturday,15,1305.0,1404.8,5
24,Saturday,16,1388.0,1391.2,5
24,Saturday,17,1453.0,1484.0,5
24,Saturday,18,1658.0,1591.6,5
24,Saturday,19,1284.0,1350.8,5
24,Saturday,20,839.0,886.6,5
24,Saturday,21,846.0,863.6,5
24,Saturday,22,890.0,994.2,5
24,Saturday,23,676.0,852.6,5
24,Sunday,0,382.0,410.0,5
24,Sunday,1,215.0,213.2,5
24,Sunday,2,148.0,141.0,5
24,Sunday,3,116.0,123.2,5
24,Sunday,4,84.0,89.2,5
24,Sunday,5,88.0,103.4,5
24,Sunday,6,150.0,167.6,5
24,Sunday,7,275.0,343.8,5
24,Sunday,8,483.0,575.6,5
24,Sunday,9,704.0,791.6,5
24,Sunday,10,878.0,969.0,5
24,Sunday,11,1046.0,1139.0,5
24,Sunday,12,1035.0,1058.8,5
24,Sunday,13,1025.0,1070.8,5
24,Sunday,14,1072.0,1116.4,5
24,Sunday,15,1015.0,1025.2,5
24,Sunday,16,994.0,967.8,5
24,Sunday,17,1037.0,1102.4,5
24,Sunday,18,1030.0,1208.0,5
24,Sunday,19,815.0,932.8,5
24,Sunday,20,719.0,751.8,5
24,Sunday,21,539.0,595.8,5
24,Sunday,22,402.0,462.4,5
24,Sunday,23,318.0,353.8,5
24,Thursday,0,120.5,122.5,4
24,Thursday,1,43.5,43.75,4
24,Thursday,2,28.5,30.25,4
24,Thursday,3,32.0,35.25,4
24,Thursday,4,34.0,37.75,4
24,Thursday,5,181.5,182.5,4
24,Thursday,6,548.5,560.5,4
24,Thursday,7,1581.5,1568.75,4
24,Thursday,8,2971.0,2944.0,4
24,Thursday,9,1758.5,1885.5,4
24,Thursday,10,1239.0,1295.25,4
24,Thursday,11,1182.5,1253.75,4
24,Thursday,12,1566.0,1601.5,4
24,Thursday,13,1561.0,1675.5,4
24,Thursday,14,1485.5,1591.25,4
24,Thursday,15,1808.5,1922.25,4
24,Thursday,16,2704.5,2728.25,4
24,Thursday,17,3265.5,3334.25,4
24,Thursday,18,1988.0,1975.0,4
24,Thursday,19,1224.5,1300.0,4
24,Thursday,20,827.0,911.25,4
24,Thursday,21,831.5,821.5,4
24,Thursday,22,689.5,740.75,4
24,Thursday,23,502.0,473.0,4
24,Tuesday,0,90.0,95.66666666666667,3
24,Tuesday,1,45.0,44.0,3
24,Tuesday,2,29.0,34.666666666666664,3
24,Tuesday,3,22.0,23.666666666666668,3
24,Tuesday,4,32.0,39.333333333333336,3
24,Tuesday,5,176.0,182.33333333333334,3
24,Tuesday,6,527.0,527.3333333333334,3
24,Tuesday,7,1413.0,1413.0,3
24,Tuesday,8,2822.0,2162.0,4
24,Tuesday,9,1620.0,1545.5,4
24,Tuesday,10,1158.0,1153.25,4
24,Tuesday,11,1155.5,1131.0,4
24,Tuesday,12,1508.5,1503.5,4
24,Tuesday,13,1536.0,1540.5,4
24,Tuesday,14,1429.5,1431.75,4
24,Tuesday,15,1842.5,1857.75,4
24,Tuesday,16,2707.0,2725.0,4
24,Tuesday,17,3307.5,3263.0,4
24,Tuesday,18,1781.5,1777.5,4
24,Tuesday,19,969.5,978.25,4
24,Tuesday,20,731.5,729.5,4
24,Tuesday,21,664.5,634.25,4
24,Tuesday,22,497.5,498.0,4
24,Tuesday,23,289.5,289.25,4
24,Wednesday,0,104.5,104.0,4
24,Wednesday,1,47.0,48.25,4
24,Wednesday,2,33.5,32.5,4
24,Wednesday,3,30.0,29.75,4
24,Wednesday,4,30.0,26.5,4
24,Wednesday,5,176.0,178.66666666666666,3
24,Wednesday,6,537.0,491.25,4
24,Wednesday,7,1328.5,1316.25,4
24,Wednesday,8,2572.0,2574.0,4
24,Wednesday,9,1682.0,1690.75,4
24,Wednesday,10,1270.5,1260.5,4
24,Wednesday,11,1252.0,1243.25,4
24,Wednesday,12,1588.0,1614.0,4
24,Wednesday,13,1543.5,1531.5,4
24,Wednesday,14,1463.0,1452.25,4
24,Wednesday,15,1789.0,1812.5,4
24,Wednesday,16,2715.5,2665.5,4
24,Wednesday,17,3035.0,2861.5,4
24,Wednesday,18,1633.5,1600.0,4
24,Wednesday,19,1039.5,1026.75,4
24,Wednesday,20,754.5,765.25,4
24,Wednesday,21,716.0,744.75,4
24,Wednesday,22,590.0,592.5,4
24,Wednesday,23,313.5,334.75,4
25,Friday,0,77.0,73.75,4
25,Friday,1,33.0,37.0,4
25,Friday,2,16.0,16.75,4
25,Friday,3,10.0,11.0,4
25,Friday,4,9.5,12.5,4
25,Friday,5,48.5,59.5,4
25,Friday,6,141.5,142.5,4
25,Friday,7,390.0,383.25,4
25,Friday,8,738.0,760.0,4
25,Friday,9,585.5,568.5,4
25,Friday,10,761.5,742.75,4
25,Friday,11,832.0,841.75,4
25,Friday,12,1126.0,1092.25,4
25,Friday,13,1149.5,1218.5,4
25,Friday,14,1143.0,1244.25,4
25,Friday,15,1365.0,1378.75,4
25,Friday,16,1475.0,1429.75,4
25,Friday,17,1548.0,1590.75,4
25,Friday,18,1397.5,1443.5,4
25,Friday,19,1374.0,1367.25,4
25,Friday,20,1138.0,1163.75,4
25,Friday,21,1068.5,1068.0,4
25,Friday,22,652.0,684.5,4
25,Friday,23,354.5,360.75,4
25,Monday,0,46.0,59.4,5
25,Monday,1,19.0,32.2,5
25,Monday,2,13.0,18.0,5
25,Monday,3,8.0,12.0,5
25,Monday,4,14.0,13.6,5
25,Monday,5,43.0,41.8,5
25,Monday,6,121.0,124.4,5
25,Monday,7,387.0,376.2,5
25,Monday,8,661.0,756.8,5
25,Monday,9,523.0,609.2,5
25,Monday,10,688.0,701.8,5
25,Monday,11,839.0,909.2,5
25,Monday,12,1094.0,1144.8,5
25,Monday,13,1122.0,1144.8,5
25,Monday,14,1188.0,1288.6,5
25,Monday,15,1157.0,1211.6,5
25,Monday,16,1197.0,1193.4,5
25,Monday,17,1465.0,1380.8,5
25,Monday,18,1091.0,1127.6,5
