date,hour,count,weekday,month
2025-05-12,6,9048,0,2025-05
2025-05-12,7,23082,0,2025-05
2025-05-12,8,49347,0,2025-05
2025-05-12,9,37571,0,2025-05
2025-05-12,10,35259,0,2025-05
2025-05-12,11,40600,0,2025-05
2025-05-12,12,63044,0,2025-05
2025-05-12,13,60363,0,2025-05
2025-05-12,14,50779,0,2025-05
2025-05-12,15,49532,0,2025-05
2025-05-12,16,57811,0,2025-05
2025-05-12,17,67442,0,2025-05
2025-05-12,18,44916,0,2025-05
2025-05-12,19,32445,0,2025-05
2025-05-12,20,25771,0,2025-05
2025-05-12,21,19059,0,2025-05
2025-05-12,22,11585,0,2025-05
2025-05-12,23,5584,0,2025-05
2025-05-13,0,2622,1,2025-05
2025-05-13,1,1599,1,2025-05
2025-05-13,2,1069,1,2025-05
2025-05-13,3,683,1,2025-05
2025-05-13,4,989,1,2025-05
2025-05-13,5,2648,1,2025-05
2025-05-13,6,9730,1,2025-05
2025-05-13,7,27236,1,2025-05
2025-05-13,8,61438,1,2025-05
2025-05-13,9,42825,1,2025-05
2025-05-13,10,39532,1,2025-05
2025-05-13,11,41490,1,2025-05
2025-05-13,12,70876,1,2025-05
2025-05-13,13,69706,1,2025-05
2025-05-13,14,55916,1,2025-05
2025-05-13,15,54848,1,2025-05
2025-05-13,16,65269,1,2025-05
2025-05-13,17,80384,1,2025-05
2025-05-13,18,49884,1,2025-05
2025-05-13,19,34592,1,2025-05
2025-05-13,20,29064,1,2025-05
2025-05-13,21,23124,1,2025-05
2025-05-13,22,14532,1,2025-05
2025-05-13,23,7375,1,2025-05
2025-05-14,0,3028,2,2025-05
2025-05-14,1,1871,2,2025-05
2025-05-14,2,1148,2,2025-05
2025-05-14,3,965,2,2025-05
2025-05-14,4,983,2,2025-05
2025-05-14,5,2471,2,2025-05
2025-05-14,6,9540,2,2025-05
2025-05-14,7,26871,2,2025-05
2025-05-14,8,58445,2,2025-05
2025-05-14,9,41558,2,2025-05
2025-05-14,10,35913,2,2025-05
2025-05-14,11,41637,2,2025-05
2025-05-14,12,67051,2,2025-05
2025-05-14,13,63353,2,2025-05
2025-05-14,14,53212,2,2025-05
2025-05-14,15,54084,2,2025-05
2025-05-14,16,62301,2,2025-05
2025-05-14,17,78669,2,2025-05
2025-05-14,18,52575,2,2025-05
2025-05-14,19,35332,2,2025-05
2025-05-14,20,31299,2,2025-05
2025-05-14,21,22915,2,2025-05
2025-05-14,22,15142,2,2025-05
2025-05-14,23,7701,2,2025-05
2025-05-15,0,3541,3,2025-05
2025-05-15,1,2048,3,2025-05
2025-05-15,2,1298,3,2025-05
2025-05-15,3,890,3,2025-05
2025-05-15,4,925,3,2025-05
2025-05-15,5,2564,3,2025-05
2025-05-15,6,9195,3,2025-05
2025-05-15,7,24730,3,2025-05
2025-05-15,8,58004,3,2025-05
2025-05-15,9,43194,3,2025-05
2025-05-15,10,35949,3,2025-05
2025-05-15,11,43099,3,2025-05
2025-05-15,12,71809,3,2025-05
2025-05-15,13,65480,3,2025-05
2025-05-15,14,54615,3,2025-05
2025-05-15,15,53182,3,2025-05
2025-05-15,16,64694,3,2025-05
2025-05-15,17,82716,3,2025-05
2025-05-15,18,53708,3,2025-05
2025-05-15,19,37759,3,2025-05
2025-05-15,20,33699,3,2025-05
2025-05-15,21,30362,3,2025-05
2025-05-15,22,18897,3,2025-05
2025-05-15,23,10221,3,2025-05
2025-05-16,0,4357,4,2025-05
2025-05-16,1,2514,4,2025-05
2025-05-16,2,1395,4,2025-05
2025-05-16,3,1139,4,2025-05
2025-05-16,4,1214,4,2025-05
2025-05-16,5,2601,4,2025-05
2025-05-16,6,8329,4,2025-05
2025-05-16,7,20064,4,2025-05
2025-05-16,8,41488,4,2025-05
2025-05-16,9,37072,4,2025-05
2025-05-16,10,37629,4,2025-05
2025-05-16,11,48240,4,2025-05
2025-05-16,12,62147,4,2025-05
2025-05-16,13,59017,4,2025-05
2025-05-16,14,52660,4,2025-05
2025-05-16,15,58361,4,2025-05
2025-05-16,16,63827,4,2025-05
2025-05-16,17,69508,4,2025-05
2025-05-16,18,56708,4,2025-05
2025-05-16,19,47210,4,2025-05
2025-05-16,20,43160,4,2025-05
2025-05-16,21,38368,4,2025-05
2025-05-16,22,30878,4,2025-05
2025-05-16,23,20486,4,2025-05
2025-05-17,0,11155,5,2025-05
2025-05-17,1,6799,5,2025-05
2025-05-17,2,4548,5,2025-05
2025-05-17,3,3055,5,2025-05
2025-05-17,4,2056,5,2025-05
2025-05-17,5,1985,5,2025-05
2025-05-17,6,3246,5,2025-05
2025-05-17,7,6990,5,2025-05
2025-05-17,8,9456,5,2025-05
2025-05-17,9,15259,5,2025-05
2025-05-17,10,32018,5,2025-05
2025-05-17,11,47024,5,2025-05
2025-05-17,12,46749,5,2025-05
2025-05-17,13,59464,5,2025-05
2025-05-17,14,41134,5,2025-05
2025-05-17,15,42643,5,2025-05
2025-05-17,16,63929,5,2025-05
2025-05-17,17,50349,5,2025-05
2025-05-17,18,44876,5,2025-05
2025-05-17,19,35817,5,2025-05
2025-05-17,20,30969,5,2025-05
2025-05-17,21,32211,5,2025-05
2025-05-17,22,36073,5,2025-05
2025-05-17,23,20099,5,2025-05
2025-05-18,0,11178,6,2025-05
2025-05-18,1,7326,6,2025-05
2025-05-18,2,5471,6,2025-05
2025-05-18,3,4303,6,2025-05
2025-05-18,4,2428,6,2025-05
2025-05-18,5,2171,6,2025-05
2025-05-18,6,2893,6,2025-05
2025-05-18,7,6733,6,2025-05
2025-05-18,8,13840,6,2025-05
2025-05-18,9,24408,6,2025-05
2025-05-18,10,40514,6,2025-05
2025-05-18,11,52520,6,2025-05
2025-05-18,12,67022,6,2025-05
2025-05-18,13,74371,6,2025-05
2025-05-18,14,64488,6,2025-05
2025-05-18,15,59888,6,2025-05
2025-05-18,16,67101,6,2025-05
2025-05-18,17,47811,6,2025-05
2025-05-18,18,35032,6,2025-05
2025-05-18,19,29114,6,2025-05
2025-05-18,20,22264,6,2025-05
2025-05-18,21,17675,6,2025-05
2025-05-18,22,11640,6,2025-05
2025-05-18,23,5919,6,2025-05
2025-05-19,0,2618,0,2025-05
2025-05-19,1,1493,0,2025-05
2025-05-19,2,938,0,2025-05
2025-05-19,3,895,0,2025-05
2025-05-19,4,854,0,2025-05
2025-05-19,5,2127,0,2025-05
2025-05-19,6,6437,0,2025-05
2025-05-19,7,19675,0,2025-05
2025-05-19,8,46196,0,2025-05
2025-05-19,9,34860,0,2025-05
2025-05-19,10,32087,0,2025-05
2025-05-19,11,37829,0,2025-05
2025-05-19,12,61280,0,2025-05
2025-05-19,13,60815,0,2025-05
2025-05-19,14,49160,0,2025-05
2025-05-19,15,45790,0,2025-05
2025-05-19,16,53971,0,2025-05
2025-05-19,17,72627,0,2025-05
2025-05-19,18,44389,0,2025-05
2025-05-19,19,28994,0,2025-05
2025-05-19,20,23092,0,2025-05
2025-05-19,21,18196,0,2025-05
2025-05-19,22,10841,0,2025-05
2025-05-19,23,5227,0,2025-05
2025-05-20,0,2554,1,2025-05
2025-05-20,1,1442,1,2025-05
2025-05-20,2,691,1,2025-05
2025-05-20,3,585,1,2025-05
2025-05-20,4,736,1,2025-05
2025-05-20,5,2330,1,2025-05
2025-05-20,6,8261,1,2025-05
2025-05-20,7,24815,1,2025-05
2025-05-20,8,53880,1,2025-05
2025-05-20,9,45951,1,2025-05
2025-05-20,10,35771,1,2025-05
2025-05-20,11,44550,1,2025-05
2025-05-20,12,70305,1,2025-05
2025-05-20,13,67338,1,2025-05
2025-05-20,14,53678,1,2025-05
2025-05-20,15,54959,1,2025-05
2025-05-20,16,63537,1,2025-05
2025-05-20,17,75405,1,2025-05
2025-05-20,18,50992,1,2025-05
2025-05-20,19,33585,1,2025-05
2025-05-20,20,26296,1,2025-05
2025-05-20,21,21415,1,2025-05
2025-05-20,22,14101,1,2025-05
2025-05-20,23,6665,1,2025-05
2025-05-21,0,2859,2,2025-05
2025-05-21,1,1580,2,2025-05
2025-05-21,2,1015,2,2025-05
2025-05-21,3,786,2,2025-05
2025-05-21,4,843,2,2025-05
2025-05-21,5,2259,2,2025-05
2025-05-21,6,8098,2,2025-05
2025-05-21,7,22857,2,2025-05
2025-05-21,8,52601,2,2025-05
2025-05-21,9,40478,2,2025-05
2025-05-21,10,35668,2,2025-05
2025-05-21,11,41716,2,2025-05
2025-05-21,12,65946,2,2025-05
2025-05-21,13,65276,2,2025-05
2025-05-21,14,49049,2,2025-05
2025-05-21,15,53904,2,2025-05
2025-05-21,16,65884,2,2025-05
2025-05-21,17,77146,2,2025-05
2025-05-21,18,51991,2,2025-05
2025-05-21,19,32496,2,2025-05
2025-05-21,20,28253,2,2025-05
2025-05-21,21,23241,2,2025-05
2025-05-21,22,14203,2,2025-05
2025-05-21,23,6552,2,2025-05
2025-05-22,0,3057,3,2025-05
2025-05-22,1,1741,3,2025-05
2025-05-22,2,1038,3,2025-05
2025-05-22,3,890,3,2025-05
2025-05-22,4,1161,3,2025-05
2025-05-22,5,2481,3,2025-05
2025-05-22,6,8182,3,2025-05
2025-05-22,7,23805,3,2025-05
2025-05-22,8,54616,3,2025-05
2025-05-22,9,42136,3,2025-05
2025-05-22,10,34609,3,2025-05
2025-05-22,11,42306,3,2025-05
2025-05-22,12,65106,3,2025-05
2025-05-22,13,66389,3,2025-05
2025-05-22,14,56202,3,2025-05
2025-05-22,15,55769,3,2025-05
2025-05-22,16,66318,3,2025-05
2025-05-22,17,72466,3,2025-05
2025-05-22,18,49381,3,2025-05
2025-05-22,19,37371,3,2025-05
2025-05-22,20,29806,3,2025-05
2025-05-22,21,25505,3,2025-05
2025-05-22,22,19271,3,2025-05
2025-05-22,23,10634,3,2025-05
2025-05-23,0,5002,4,2025-05
2025-05-23,1,2777,4,2025-05
2025-05-23,2,1674,4,2025-05
2025-05-23,3,1085,4,2025-05
2025-05-23,4,1205,4,2025-05
2025-05-23,5,2353,4,2025-05
2025-05-23,6,7342,4,2025-05
2025-05-23,7,17070,4,2025-05
2025-05-23,8,39067,4,2025-05
2025-05-23,9,35003,4,2025-05
2025-05-23,10,35249,4,2025-05
2025-05-23,11,37999,4,2025-05
2025-05-23,12,56271,4,2025-05
2025-05-23,13,64136,4,2025-05
2025-05-23,14,50237,4,2025-05
2025-05-23,15,39731,4,2025-05
2025-05-23,16,45100,4,2025-05
2025-05-23,17,64045,4,2025-05
2025-05-23,18,49981,4,2025-05
2025-05-23,19,41372,4,2025-05
2025-05-23,20,35325,4,2025-05
2025-05-23,21,31873,4,2025-05
2025-05-23,22,33430,4,2025-05
2025-05-23,23,23971,4,2025-05
2025-05-24,0,10214,5,2025-05
2025-05-24,1,6008,5,2025-05
2025-05-24,2,3925,5,2025-05
2025-05-24,3,2964,5,2025-05
2025-05-24,4,2122,5,2025-05
2025-05-24,5,1899,5,2025-05
2025-05-24,6,3491,5,2025-05
2025-05-24,7,8337,5,2025-05
2025-05-24,8,16142,5,2025-05
2025-05-24,9,27770,5,2025-05
2025-05-24,10,42391,5,2025-05
2025-05-24,11,58660,5,2025-05
2025-05-24,12,66143,5,2025-05
2025-05-24,13,67006,5,2025-05
2025-05-24,14,71187,5,2025-05
2025-05-24,15,80589,5,2025-05
2025-05-24,16,69105,5,2025-05
2025-05-24,17,63262,5,2025-05
2025-05-24,18,55903,5,2025-05
2025-05-24,19,57627,5,2025-05
2025-05-24,20,45315,5,2025-05
2025-05-24,21,36233,5,2025-05
2025-05-24,22,39390,5,2025-05
2025-05-24,23,21962,5,2025-05
2025-05-25,0,12263,6,2025-05
2025-05-25,1,8092,6,2025-05
2025-05-25,2,5691,6,2025-05
2025-05-25,3,4719,6,2025-05
2025-05-25,4,2959,6,2025-05
2025-05-25,5,2498,6,2025-05
2025-05-25,6,2885,6,2025-05
2025-05-25,7,6903,6,2025-05
2025-05-25,8,13570,6,2025-05
2025-05-25,9,24921,6,2025-05
2025-05-25,10,35659,6,2025-05
2025-05-25,11,45752,6,2025-05
2025-05-25,12,53803,6,2025-05
2025-05-25,13,63969,6,2025-05
2025-05-25,14,63612,6,2025-05
2025-05-25,15,58929,6,2025-05
2025-05-25,16,59570,6,2025-05
2025-05-25,17,49929,6,2025-05
2025-05-25,18,41138,6,2025-05
2025-05-25,19,33920,6,2025-05
2025-05-25,20,25419,6,2025-05
2025-05-25,21,21727,6,2025-05
2025-05-25,22,13722,6,2025-05
2025-05-25,23,6288,6,2025-05
2025-05-26,0,3027,0,2025-05
2025-05-26,1,1580,0,2025-05
2025-05-26,2,1132,0,2025-05
2025-05-26,3,1013,0,2025-05
2025-05-26,4,924,0,2025-05
2025-05-26,5,2299,0,2025-05
2025-05-26,6,7151,0,2025-05
2025-05-26,7,18881,0,2025-05
2025-05-26,8,44123,0,2025-05
2025-05-26,9,35353,0,2025-05
2025-05-26,10,31602,0,2025-05
2025-05-26,11,35836,0,2025-05
2025-05-26,12,57089,0,2025-05
2025-05-26,13,54148,0,2025-05
2025-05-26,14,44774,0,2025-05
2025-05-26,15,49556,0,2025-05
2025-05-26,16,56531,0,2025-05
2025-05-26,17,60021,0,2025-05
2025-05-26,18,38597,0,2025-05
2025-05-26,19,26055,0,2025-05
2025-05-26,20,21305,0,2025-05
2025-05-26,21,16238,0,2025-05
2025-05-26,22,11436,0,2025-05
2025-05-26,23,5249,0,2025-05
2025-05-27,0,2602,1,2025-05
2025-05-27,1,1419,1,2025-05
2025-05-27,2,957,1,2025-05
2025-05-27,3,726,1,2025-05
2025-05-27,4,698,1,2025-05
2025-05-27,5,2422,1,2025-05
2025-05-27,6,8265,1,2025-05
2025-05-27,7,23107,1,2025-05
2025-05-27,8,53989,1,2025-05
2025-05-27,9,37203,1,2025-05
2025-05-27,10,33165,1,2025-05
2025-05-27,11,36912,1,2025-05
2025-05-27,12,56475,1,2025-05
2025-05-27,13,44766,1,2025-05
2025-05-27,14,46077,1,2025-05
2025-05-27,15,47541,1,2025-05
2025-05-27,16,39855,1,2025-05
2025-05-27,17,61950,1,2025-05
2025-05-27,18,40989,1,2025-05
2025-05-27,19,29260,1,2025-05
2025-05-27,20,23148,1,2025-05
2025-05-27,21,17513,1,2025-05
2025-05-27,22,13632,1,2025-05
2025-05-27,23,7474,1,2025-05
2025-05-28,0,2994,2,2025-05
2025-05-28,1,1346,2,2025-05
2025-05-28,2,841,2,2025-05
2025-05-28,3,795,2,2025-05
2025-05-28,4,874,2,2025-05
2025-05-28,5,2270,2,2025-05
2025-05-28,6,8344,2,2025-05
2025-05-28,7,21363,2,2025-05
2025-05-28,8,48207,2,2025-05
2025-05-28,9,37350,2,2025-05
2025-05-28,10,31244,2,2025-05
2025-05-28,11,37420,2,2025-05
2025-05-28,12,59465,2,2025-05
2025-05-28,13,54415,2,2025-05
2025-05-28,14,45669,2,2025-05
2025-05-28,15,49783,2,2025-05
2025-05-28,16,53783,2,2025-05
2025-05-28,17,63809,2,2025-05
2025-05-28,18,41472,2,2025-05
2025-05-28,19,29648,2,2025-05
2025-05-28,20,22320,2,2025-05
2025-05-28,21,15984,2,2025-05
2025-05-28,22,9859,2,2025-05
2025-05-28,23,4747,2,2025-05
2025-05-29,0,2666,3,2025-05
2025-05-29,1,1349,3,2025-05
2025-05-29,2,951,3,2025-05
2025-05-29,3,761,3,2025-05
2025-05-29,4,907,3,2025-05
2025-05-29,5,2576,3,2025-05
2025-05-29,6,7626,3,2025-05
2025-05-29,7,21573,3,2025-05
2025-05-29,8,50414,3,2025-05
2025-05-29,9,40685,3,2025-05
2025-05-29,10,34293,3,2025-05
2025-05-29,11,41778,3,2025-05
2025-05-29,12,62880,3,2025-05
2025-05-29,13,60487,3,2025-05
2025-05-29,14,53126,3,2025-05
2025-05-29,15,49278,3,2025-05
2025-05-29,16,63756,3,2025-05
2025-05-29,17,72459,3,2025-05
2025-05-29,18,49998,3,2025-05
2025-05-29,19,37667,3,2025-05
2025-05-29,20,30996,3,2025-05
2025-05-29,21,27564,3,2025-05
2025-05-29,22,17315,3,2025-05
2025-05-29,23,9600,3,2025-05
2025-05-30,0,4209,4,2025-05
2025-05-30,1,2923,4,2025-05
2025-05-30,2,1621,4,2025-05
2025-05-30,3,1337,4,2025-05
2025-05-30,4,1048,4,2025-05
2025-05-30,5,2563,4,2025-05
2025-05-30,6,6947,4,2025-05
2025-05-30,7,16745,4,2025-05
2025-05-30,8,39806,4,2025-05
2025-05-30,9,37027,4,2025-05
2025-05-30,10,35464,4,2025-05
2025-05-30,11,42467,4,2025-05
2025-05-30,12,60356,4,2025-05
2025-05-30,13,57145,4,2025-05
2025-05-30,14,57018,4,2025-05
2025-05-30,15,54254,4,2025-05
2025-05-30,16,62725,4,2025-05
2025-05-30,17,73620,4,2025-05
2025-05-30,18,63043,4,2025-05
2025-05-30,19,48366,4,2025-05
2025-05-30,20,39986,4,2025-05
2025-05-30,21,36853,4,2025-05
2025-05-30,22,42827,4,2025-05
2025-05-30,23,24458,4,2025-05
2025-05-31,0,11790,5,2025-05
2025-05-31,1,7206,5,2025-05
2025-05-31,2,4515,5,2025-05
2025-05-31,3,3187,5,2025-05
2025-05-31,4,2243,5,2025-05
2025-05-31,5,2172,5,2025-05
2025-05-31,6,3435,5,2025-05
2025-05-31,7,7183,5,2025-05
2025-05-31,8,14903,5,2025-05
2025-05-31,9,26278,5,2025-05
2025-05-31,10,38257,5,2025-05
2025-05-31,11,49292,5,2025-05
2025-05-31,12,56756,5,2025-05
2025-05-31,13,67276,5,2025-05
2025-05-31,14,63980,5,2025-05
2025-05-31,15,68901,5,2025-05
2025-05-31,16,66663,5,2025-05
2025-05-31,17,55456,5,2025-05
2025-05-31,18,49660,5,2025-05
2025-05-31,19,46073,5,2025-05
2025-05-31,20,40321,5,2025-05
2025-05-31,21,33758,5,2025-05
2025-05-31,22,32640,5,2025-05
2025-05-31,23,22105,5,2025-05
2025-06-01,0,13008,6,2025-06
2025-06-01,1,8473,6,2025-06
2025-06-01,2,5288,6,2025-06
2025-06-01,3,4003,6,2025-06
2025-06-01,4,2848,6,2025-06
2025-06-01,5,2292,6,2025-06
2025-06-01,6,2711,6,2025-06
2025-06-01,7,6467,6,2025-06
2025-06-01,8,12654,6,2025-06
2025-06-01,9,22409,6,2025-06
2025-06-01,10,34145,6,2025-06
2025-06-01,11,42270,6,2025-06
2025-06-01,12,60005,6,2025-06
2025-06-01,13,64470,6,2025-06
2025-06-01,14,57491,6,2025-06
2025-06-01,15,55752,6,2025-06
2025-06-01,16,50861,6,2025-06
2025-06-01,17,43193,6,2025-06
2025-06-01,18,36175,6,2025-06
2025-06-01,19,31687,6,2025-06
2025-06-01,20,25470,6,2025-06
2025-06-01,21,16524,6,2025-06
2025-06-01,22,757,6,2025-06
2025-06-01,23,454,6,2025-06
2025-06-02,0,342,0,2025-06
2025-06-02,1,203,0,2025-06
2025-06-02,2,160,0,2025-06
2025-06-02,3,69,0,2025-06
2025-06-02,4,51,0,2025-06
2025-06-02,7,476,0,2025-06
2025-06-02,9,815,0,2025-06
2025-06-02,10,833,0,2025-06
2025-06-02,11,1044,0,2025-06
2025-06-02,12,1428,0,2025-06
2025-06-02,13,1513,0,2025-06
2025-06-02,14,37778,0,2025-06
2025-06-02,15,52330,0,2025-06
2025-06-02,16,60512,0,2025-06
2025-06-02,17,67839,0,2025-06
2025-06-02,18,45000,0,2025-06
2025-06-02,19,31868,0,2025-06
2025-06-02,20,25071,0,2025-06
2025-06-02,21,18907,0,2025-06
2025-06-02,22,11684,0,2025-06
2025-06-02,23,6025,0,2025-06
2025-06-03,0,2660,1,2025-06
2025-06-03,1,1608,1,2025-06
2025-06-03,2,1040,1,2025-06
2025-06-03,3,817,1,2025-06
2025-06-03,4,839,1,2025-06
2025-06-03,5,1758,1,2025-06
2025-06-03,6,6540,1,2025-06
2025-06-03,7,19659,1,2025-06
2025-06-03,8,40264,1,2025-06
2025-06-03,9,33347,1,2025-06
2025-06-03,10,29661,1,2025-06
2025-06-03,11,28566,1,2025-06
2025-06-03,12,38283,1,2025-06
2025-06-03,13,51531,1,2025-06
2025-06-03,14,42576,1,2025-06
2025-06-03,15,43785,1,2025-06
2025-06-03,16,50619,1,2025-06
2025-06-03,17,59008,1,2025-06
2025-06-03,18,38029,1,2025-06
2025-06-03,19,25765,1,2025-06
2025-06-03,20,20962,1,2025-06
2025-06-03,21,18360,1,2025-06
2025-06-03,22,12053,1,2025-06
2025-06-03,23,5885,1,2025-06
2025-06-04,0,2602,2,2025-06
2025-06-04,1,1682,2,2025-06
2025-06-04,2,1057,2,2025-06
2025-06-04,3,816,2,2025-06
2025-06-04,4,954,2,2025-06
2025-06-04,5,2538,2,2025-06
2025-06-04,6,8893,2,2025-06
2025-06-04,7,23637,2,2025-06
2025-06-04,8,50475,2,2025-06
2025-06-04,9,39539,2,2025-06
2025-06-04,10,31490,2,2025-06
2025-06-04,11,38277,2,2025-06
2025-06-04,12,59204,2,2025-06
2025-06-04,13,58715,2,2025-06
2025-06-04,14,51661,2,2025-06
2025-06-04,15,48070,2,2025-06
2025-06-04,16,58451,2,2025-06
2025-06-04,17,68086,2,2025-06
2025-06-04,18,50633,2,2025-06
2025-06-04,19,36106,2,2025-06
2025-06-04,20,29763,2,2025-06
2025-06-04,21,24311,2,2025-06
2025-06-04,22,16712,2,2025-06
2025-06-04,23,7804,2,2025-06
2025-06-05,0,3336,3,2025-06
2025-06-05,1,1855,3,2025-06
2025-06-05,2,1139,3,2025-06
2025-06-05,3,698,3,2025-06
2025-06-05,4,805,3,2025-06
2025-06-05,5,2579,3,2025-06
2025-06-05,6,7516,3,2025-06
2025-06-05,7,21984,3,2025-06
2025-06-05,8,48743,3,2025-06
2025-06-05,9,39574,3,2025-06
2025-06-05,10,31581,3,2025-06
2025-06-05,11,39740,3,2025-06
2025-06-05,12,61090,3,2025-06
2025-06-05,13,64370,3,2025-06
2025-06-05,14,50222,3,2025-06
2025-06-05,15,50295,3,2025-06
2025-06-05,16,60287,3,2025-06
2025-06-05,17,70494,3,2025-06
2025-06-05,18,56533,3,2025-06
2025-06-05,19,39472,3,2025-06
2025-06-05,20,31078,3,2025-06
2025-06-05,21,25691,3,2025-06
2025-06-05,22,26955,3,2025-06
2025-06-05,23,10840,3,2025-06
2025-06-06,0,4496,4,2025-06
2025-06-06,1,2602,4,2025-06
2025-06-06,2,1673,4,2025-06
2025-06-06,3,1277,4,2025-06
2025-06-06,4,1203,4,2025-06
2025-06-06,5,2501,4,2025-06
2025-06-06,6,7340,4,2025-06
2025-06-06,7,16014,4,2025-06
2025-06-06,8,35043,4,2025-06
2025-06-06,9,34768,4,2025-06
2025-06-06,10,36135,4,2025-06
2025-06-06,11,41757,4,2025-06
2025-06-06,12,50412,4,2025-06
2025-06-06,13,49862,4,2025-06
2025-06-06,14,45934,4,2025-06
2025-06-06,15,53059,4,2025-06
2025-06-06,16,53802,4,2025-06
2025-06-06,17,57573,4,2025-06
2025-06-06,18,53557,4,2025-06
2025-06-06,19,46186,4,2025-06
2025-06-06,20,38622,4,2025-06
2025-06-06,21,23989,4,2025-06
2025-06-07,21,27343,5,2025-06
2025-06-07,22,26862,5,2025-06
2025-06-07,23,21141,5,2025-06
2025-06-08,0,9920,6,2025-06
2025-06-08,1,5600,6,2025-06
2025-06-08,2,3762,6,2025-06
2025-06-08,3,2625,6,2025-06
2025-06-08,4,1698,6,2025-06
2025-06-08,5,1120,6,2025-06
2025-06-08,6,1916,6,2025-06
2025-06-08,7,4060,6,2025-06
2025-06-08,8,9863,6,2025-06
2025-06-08,9,19949,6,2025-06
2025-06-08,10,27771,6,2025-06
2025-06-08,11,34764,6,2025-06
2025-06-08,12,54578,6,2025-06
2025-06-08,13,67114,6,2025-06
2025-06-08,14,66387,6,2025-06
2025-06-08,15,67627,6,2025-06
2025-06-08,16,54189,6,2025-06
2025-06-08,17,54072,6,2025-06
2025-06-08,18,46444,6,2025-06
2025-06-08,19,37005,6,2025-06
2025-06-08,20,31361,6,2025-06
2025-06-08,21,28098,6,2025-06
2025-06-08,22,31284,6,2025-06
2025-06-08,23,13268,6,2025-06
2025-06-09,0,6486,0,2025-06
2025-06-09,1,3763,0,2025-06
2025-06-09,2,2552,0,2025-06
2025-06-09,3,2176,0,2025-06
2025-06-09,4,1492,0,2025-06
2025-06-09,5,1164,0,2025-06
2025-06-09,6,2140,0,2025-06
2025-06-09,7,3728,0,2025-06
2025-06-09,8,8423,0,2025-06
2025-06-09,9,14427,0,2025-06
2025-06-09,10,21916,0,2025-06
2025-06-09,11,28819,0,2025-06
2025-06-09,12,51316,0,2025-06
2025-06-09,13,60813,0,2025-06
2025-06-09,14,50429,0,2025-06
2025-06-09,15,48132,0,2025-06
2025-06-09,16,39508,0,2025-06
2025-06-09,17,37405,0,2025-06
2025-06-09,18,41904,0,2025-06
2025-06-09,19,28422,0,2025-06
2025-06-09,20,21563,0,2025-06
2025-06-09,21,16463,0,2025-06
2025-06-09,22,10054,0,2025-06
2025-06-09,23,5311,0,2025-06
2025-06-10,0,2772,1,2025-06
2025-06-10,1,1338,1,2025-06
2025-06-10,2,807,1,2025-06
2025-06-10,3,769,1,2025-06
2025-06-10,4,898,1,2025-06
2025-06-10,5,2243,1,2025-06
2025-06-10,6,6400,1,2025-06
2025-06-10,7,22036,1,2025-06
2025-06-10,8,48712,1,2025-06
2025-06-10,9,36503,1,2025-06
2025-06-10,10,30298,1,2025-06
2025-06-10,11,37585,1,2025-06
2025-06-10,12,60058,1,2025-06
2025-06-10,13,52388,1,2025-06
2025-06-10,14,45680,1,2025-06
2025-06-10,15,47016,1,2025-06
2025-06-10,16,56078,1,2025-06
2025-06-10,17,65994,1,2025-06
2025-06-10,18,44227,1,2025-06
2025-06-10,19,28421,1,2025-06
2025-06-10,20,22352,1,2025-06
2025-06-10,21,17673,1,2025-06
2025-06-10,22,12605,1,2025-06
2025-06-10,23,6075,1,2025-06
2025-06-11,0,2858,2,2025-06
2025-06-11,1,1394,2,2025-06
2025-06-11,2,1012,2,2025-06
2025-06-11,3,829,2,2025-06
2025-06-11,4,956,2,2025-06
2025-06-11,5,2415,2,2025-06
2025-06-11,6,8454,2,2025-06
2025-06-11,7,21678,2,2025-06
2025-06-11,8,48689,2,2025-06
2025-06-11,9,39804,2,2025-06
2025-06-11,10,32308,2,2025-06
2025-06-11,11,43174,2,2025-06
2025-06-11,12,61014,2,2025-06
2025-06-11,13,58855,2,2025-06
2025-06-11,14,44888,2,2025-06
2025-06-11,15,53423,2,2025-06
2025-06-11,16,58767,2,2025-06
2025-06-11,17,72152,2,2025-06
2025-06-11,18,47101,2,2025-06
2025-06-11,19,33260,2,2025-06
2025-06-11,20,27860,2,2025-06
2025-06-11,21,22515,2,2025-06
2025-06-11,22,13355,2,2025-06
2025-06-11,23,6560,2,2025-06
2025-06-12,0,2632,3,2025-06
2025-06-12,1,1451,3,2025-06
2025-06-12,2,866,3,2025-06
2025-06-12,3,789,3,2025-06
2025-06-12,4,872,3,2025-06
2025-06-12,5,2286,3,2025-06
2025-06-12,6,7561,3,2025-06
2025-06-12,7,21543,3,2025-06
2025-06-12,8,52858,3,2025-06
2025-06-12,9,40387,3,2025-06
2025-06-12,10,32010,3,2025-06
2025-06-12,11,41767,3,2025-06
2025-06-12,12,63630,3,2025-06
2025-06-12,13,60285,3,2025-06
2025-06-12,14,51008,3,2025-06
2025-06-12,15,57039,3,2025-06
2025-06-12,16,62725,3,2025-06
2025-06-12,17,71015,3,2025-06
2025-06-12,18,48781,3,2025-06
2025-06-12,19,34558,3,2025-06
2025-06-12,20,30622,3,2025-06
2025-06-12,21,28500,3,2025-06
2025-06-12,22,20166,3,2025-06
2025-06-12,23,11293,3,2025-06
2025-06-13,0,4037,4,2025-06
2025-06-13,1,2339,4,2025-06
