date,hour,count,weekday,month
2025-04-11,14,68692,4,2025-04
2025-04-11,15,67382,4,2025-04
2025-04-11,16,71181,4,2025-04
2025-04-11,17,91065,4,2025-04
2025-04-11,18,72096,4,2025-04
2025-04-11,19,57523,4,2025-04
2025-04-11,20,51344,4,2025-04
2025-04-11,21,48465,4,2025-04
2025-04-11,22,38073,4,2025-04
2025-04-11,23,27187,4,2025-04
2025-04-12,0,14057,5,2025-04
2025-04-12,1,8389,5,2025-04
2025-04-12,2,5085,5,2025-04
2025-04-12,3,3865,5,2025-04
2025-04-12,4,2132,5,2025-04
2025-04-12,5,2334,5,2025-04
2025-04-12,6,4885,5,2025-04
2025-04-12,7,9602,5,2025-04
2025-04-12,8,17869,5,2025-04
2025-04-12,9,33643,5,2025-04
2025-04-12,10,44284,5,2025-04
2025-04-12,11,57132,5,2025-04
2025-04-12,12,59099,5,2025-04
2025-04-12,13,66053,5,2025-04
2025-04-12,14,71340,5,2025-04
2025-04-12,15,62661,5,2025-04
2025-04-12,16,64469,5,2025-04
2025-04-12,17,76496,5,2025-04
2025-04-12,18,67088,5,2025-04
2025-04-12,19,58005,5,2025-04
2025-04-12,20,55986,5,2025-04
2025-04-12,21,46430,5,2025-04
2025-04-12,22,45086,5,2025-04
2025-04-12,23,30840,5,2025-04
2025-04-13,0,17275,6,2025-04
2025-04-13,1,11480,6,2025-04
2025-04-13,2,7535,6,2025-04
2025-04-13,3,5030,6,2025-04
2025-04-13,4,3588,6,2025-04
2025-04-13,5,2968,6,2025-04
2025-04-13,6,4023,6,2025-04
2025-04-13,7,8283,6,2025-04
2025-04-13,8,15861,6,2025-04
2025-04-13,9,28354,6,2025-04
2025-04-13,10,42495,6,2025-04
2025-04-13,11,49554,6,2025-04
2025-04-13,12,62143,6,2025-04
2025-04-13,13,75711,6,2025-04
2025-04-13,14,69564,6,2025-04
2025-04-13,15,61712,6,2025-04
2025-04-13,16,68347,6,2025-04
2025-04-13,17,55370,6,2025-04
2025-04-13,18,55080,6,2025-04
2025-04-13,19,45353,6,2025-04
2025-04-13,20,38774,6,2025-04
2025-04-13,21,30456,6,2025-04
2025-04-13,22,17396,6,2025-04
2025-04-13,23,9262,6,2025-04
2025-04-14,0,4567,0,2025-04
2025-04-14,1,2555,0,2025-04
2025-04-14,2,1742,0,2025-04
2025-04-14,3,1310,0,2025-04
2025-04-14,4,1491,0,2025-04
2025-04-14,5,2738,0,2025-04
2025-04-14,6,9605,0,2025-04
2025-04-14,7,22113,0,2025-04
2025-04-14,8,49625,0,2025-04
2025-04-14,9,40737,0,2025-04
2025-04-14,10,41240,0,2025-04
2025-04-14,11,51266,0,2025-04
2025-04-14,12,69361,0,2025-04
2025-04-14,13,77296,0,2025-04
2025-04-14,14,60188,0,2025-04
2025-04-14,15,62181,0,2025-04
2025-04-14,16,67401,0,2025-04
2025-04-14,17,80101,0,2025-04
2025-04-14,18,54127,0,2025-04
2025-04-14,19,38145,0,2025-04
2025-04-14,20,32333,0,2025-04
2025-04-14,21,23286,0,2025-04
2025-04-14,22,14006,0,2025-04
2025-04-14,23,7562,0,2025-04
2025-04-15,0,3590,1,2025-04
2025-04-15,1,2210,1,2025-04
2025-04-15,2,1251,1,2025-04
2025-04-15,3,943,1,2025-04
2025-04-15,4,1028,1,2025-04
2025-04-15,5,2772,1,2025-04
2025-04-15,6,10799,1,2025-04
2025-04-15,7,27404,1,2025-04
2025-04-15,8,60288,1,2025-04
2025-04-15,9,45450,1,2025-04
2025-04-15,10,47010,1,2025-04
2025-04-15,11,52970,1,2025-04
2025-04-15,12,80318,1,2025-04
2025-04-15,13,80966,1,2025-04
2025-04-15,14,62538,1,2025-04
2025-04-15,15,64697,1,2025-04
2025-04-15,16,71430,1,2025-04
2025-04-15,17,88274,1,2025-04
2025-04-15,18,65663,1,2025-04
2025-04-15,19,48548,1,2025-04
2025-04-15,20,40752,1,2025-04
2025-04-15,21,31552,1,2025-04
2025-04-15,22,21984,1,2025-04
2025-04-15,23,10444,1,2025-04
2025-04-16,0,4531,2,2025-04
2025-04-16,1,2161,2,2025-04
2025-04-16,2,1285,2,2025-04
2025-04-16,3,1054,2,2025-04
2025-04-16,4,1166,2,2025-04
2025-04-16,5,2903,2,2025-04
2025-04-16,6,11069,2,2025-04
2025-04-16,7,26316,2,2025-04
2025-04-16,8,55884,2,2025-04
2025-04-16,9,42358,2,2025-04
2025-04-16,10,45200,2,2025-04
2025-04-16,11,58830,2,2025-04
2025-04-16,12,80883,2,2025-04
2025-04-16,13,73783,2,2025-04
2025-04-16,14,70120,2,2025-04
2025-04-16,15,65925,2,2025-04
2025-04-16,16,73877,2,2025-04
2025-04-16,17,90703,2,2025-04
2025-04-16,18,71434,2,2025-04
2025-04-16,19,57277,2,2025-04
2025-04-16,20,42747,2,2025-04
2025-04-16,21,35276,2,2025-04
2025-04-16,22,24723,2,2025-04
2025-04-16,23,13228,2,2025-04
2025-04-17,0,5056,3,2025-04
2025-04-17,1,2773,3,2025-04
2025-04-17,2,1726,3,2025-04
2025-04-17,3,1264,3,2025-04
2025-04-17,4,1460,3,2025-04
2025-04-17,5,2956,3,2025-04
2025-04-17,6,9801,3,2025-04
2025-04-17,7,22304,3,2025-04
2025-04-17,8,47610,3,2025-04
2025-04-17,9,42454,3,2025-04
2025-04-17,10,48741,3,2025-04
2025-04-17,11,53693,3,2025-04
2025-04-17,12,68172,3,2025-04
2025-04-17,13,77328,3,2025-04
2025-04-17,14,64747,3,2025-04
2025-04-17,15,68277,3,2025-04
2025-04-17,16,74969,3,2025-04
2025-04-17,17,93286,3,2025-04
2025-04-17,18,72812,3,2025-04
2025-04-17,19,61424,3,2025-04
2025-04-17,20,56619,3,2025-04
2025-04-17,21,48104,3,2025-04
2025-04-17,22,36035,3,2025-04
2025-04-17,23,21914,3,2025-04
2025-04-18,0,11621,4,2025-04
2025-04-18,1,7524,4,2025-04
2025-04-18,2,4401,4,2025-04
2025-04-18,3,3773,4,2025-04
2025-04-18,4,2089,4,2025-04
2025-04-18,5,1915,4,2025-04
2025-04-18,6,3870,4,2025-04
2025-04-18,7,8290,4,2025-04
2025-04-18,8,15117,4,2025-04
2025-04-18,9,25264,4,2025-04
2025-04-18,10,35605,4,2025-04
2025-04-18,11,44180,4,2025-04
2025-04-18,12,57142,4,2025-04
2025-04-18,13,56718,4,2025-04
2025-04-18,14,65923,4,2025-04
2025-04-18,15,59724,4,2025-04
2025-04-18,16,56145,4,2025-04
2025-04-18,17,58464,4,2025-04
2025-04-18,18,63238,4,2025-04
2025-04-18,19,53879,4,2025-04
2025-04-18,20,52700,4,2025-04
2025-04-18,21,40822,4,2025-04
2025-04-18,22,33458,4,2025-04
2025-04-18,23,18511,4,2025-04
2025-04-19,0,10937,5,2025-04
2025-04-19,1,6471,5,2025-04
2025-04-19,2,4614,5,2025-04
2025-04-19,3,3004,5,2025-04
2025-04-19,4,2521,5,2025-04
2025-04-19,5,1965,5,2025-04
2025-04-19,6,3905,5,2025-04
2025-04-19,7,9048,5,2025-04
2025-04-19,8,17277,5,2025-04
2025-04-19,9,33124,5,2025-04
2025-04-19,10,46792,5,2025-04
2025-04-19,11,61023,5,2025-04
2025-04-19,12,69704,5,2025-04
2025-04-19,13,76739,5,2025-04
2025-04-19,14,65283,5,2025-04
2025-04-19,15,72820,5,2025-04
2025-04-19,16,77143,5,2025-04
2025-04-19,17,72061,5,2025-04
2025-04-19,18,68242,5,2025-04
2025-04-19,19,61226,5,2025-04
2025-04-19,20,53713,5,2025-04
2025-04-19,21,43831,5,2025-04
2025-04-19,22,38843,5,2025-04
2025-04-19,23,21926,5,2025-04
2025-04-20,0,13101,6,2025-04
2025-04-20,1,8609,6,2025-04
2025-04-20,2,6209,6,2025-04
2025-04-20,3,3809,6,2025-04
2025-04-20,4,3081,6,2025-04
2025-04-20,5,2512,6,2025-04
2025-04-20,6,4165,6,2025-04
2025-04-20,7,8108,6,2025-04
2025-04-20,8,14066,6,2025-04
2025-04-20,9,23638,6,2025-04
2025-04-20,10,36356,6,2025-04
2025-04-20,11,46003,6,2025-04
2025-04-20,12,53404,6,2025-04
2025-04-20,13,62123,6,2025-04
2025-04-20,14,59371,6,2025-04
2025-04-20,15,68076,6,2025-04
2025-04-20,16,62902,6,2025-04
2025-04-20,17,62388,6,2025-04
2025-04-20,18,59973,6,2025-04
2025-04-20,19,54333,6,2025-04
2025-04-20,20,45833,6,2025-04
2025-04-20,21,36083,6,2025-04
2025-04-20,22,32262,6,2025-04
2025-04-20,23,14644,6,2025-04
2025-04-21,0,7638,0,2025-04
2025-04-21,1,4295,0,2025-04
2025-04-21,2,2946,0,2025-04
2025-04-21,3,2453,0,2025-04
2025-04-21,4,2057,0,2025-04
2025-04-21,5,2098,0,2025-04
2025-04-21,6,3845,0,2025-04
2025-04-21,7,7513,0,2025-04
2025-04-21,8,13885,0,2025-04
2025-04-21,9,25001,0,2025-04
2025-04-21,10,40998,0,2025-04
2025-04-21,11,50766,0,2025-04
2025-04-21,12,59698,0,2025-04
2025-04-21,13,69208,0,2025-04
2025-04-21,14,74325,0,2025-04
2025-04-21,15,55311,0,2025-04
2025-04-21,16,49801,0,2025-04
2025-04-21,17,50440,0,2025-04
2025-04-21,18,53750,0,2025-04
2025-04-21,19,34310,0,2025-04
2025-04-21,20,19995,0,2025-04
2025-04-21,21,17346,0,2025-04
2025-04-21,22,11350,0,2025-04
2025-04-21,23,6545,0,2025-04
2025-04-22,0,3243,1,2025-04
2025-04-22,1,1524,1,2025-04
2025-04-22,2,1139,1,2025-04
2025-04-22,3,962,1,2025-04
2025-04-22,4,1052,1,2025-04
2025-04-22,5,2106,1,2025-04
2025-04-22,6,7400,1,2025-04
2025-04-22,7,19911,1,2025-04
2025-04-22,8,41355,1,2025-04
2025-04-22,9,33570,1,2025-04
2025-04-22,10,35863,1,2025-04
2025-04-22,11,44708,1,2025-04
2025-04-22,12,63310,1,2025-04
2025-04-22,13,66056,1,2025-04
2025-04-22,14,54009,1,2025-04
2025-04-22,15,60879,1,2025-04
2025-04-22,16,59576,1,2025-04
2025-04-22,17,68934,1,2025-04
2025-04-22,18,48909,1,2025-04
2025-04-22,19,34498,1,2025-04
2025-04-22,20,27422,1,2025-04
2025-04-22,21,22383,1,2025-04
2025-04-22,22,14856,1,2025-04
2025-04-22,23,7497,1,2025-04
2025-04-23,0,3623,2,2025-04
2025-04-23,1,2038,2,2025-04
2025-04-23,2,1326,2,2025-04
2025-04-23,3,1080,2,2025-04
2025-04-23,4,1046,2,2025-04
2025-04-23,5,2307,2,2025-04
2025-04-23,6,8047,2,2025-04
2025-04-23,7,21598,2,2025-04
2025-04-23,8,43272,2,2025-04
2025-04-23,9,37879,2,2025-04
2025-04-23,10,35030,2,2025-04
2025-04-23,11,43523,2,2025-04
2025-04-23,12,67132,2,2025-04
2025-04-23,13,65178,2,2025-04
2025-04-23,14,59933,2,2025-04
2025-04-23,15,56922,2,2025-04
2025-04-23,16,56853,2,2025-04
2025-04-23,17,73412,2,2025-04
2025-04-23,18,54791,2,2025-04
2025-04-23,19,38947,2,2025-04
2025-04-23,20,35799,2,2025-04
2025-04-23,21,28192,2,2025-04
2025-04-23,22,18485,2,2025-04
2025-04-23,23,8552,2,2025-04
2025-04-24,0,4276,3,2025-04
2025-04-24,1,2207,3,2025-04
2025-04-24,2,1427,3,2025-04
2025-04-24,3,874,3,2025-04
2025-04-24,4,1067,3,2025-04
2025-04-24,5,2623,3,2025-04
2025-04-24,6,7864,3,2025-04
2025-04-24,7,20596,3,2025-04
2025-04-24,8,43937,3,2025-04
2025-04-24,9,41249,3,2025-04
2025-04-24,10,38978,3,2025-04
2025-04-24,11,48314,3,2025-04
2025-04-24,12,69672,3,2025-04
2025-04-24,13,66358,3,2025-04
2025-04-24,14,57782,3,2025-04
2025-04-24,15,56203,3,2025-04
2025-04-24,16,61890,3,2025-04
2025-04-24,17,78598,3,2025-04
2025-04-24,18,57226,3,2025-04
2025-04-24,19,40797,3,2025-04
2025-04-24,20,41622,3,2025-04
2025-04-24,21,37225,3,2025-04
2025-04-24,22,35091,3,2025-04
2025-04-24,23,21340,3,2025-04
2025-04-25,0,10914,4,2025-04
2025-04-25,1,7028,4,2025-04
2025-04-25,2,5229,4,2025-04
2025-04-25,3,5197,4,2025-04
2025-04-25,4,4206,4,2025-04
2025-04-25,5,6034,4,2025-04
2025-04-25,6,9201,4,2025-04
2025-04-25,7,16912,4,2025-04
2025-04-25,8,21978,4,2025-04
2025-04-25,9,34158,4,2025-04
2025-04-25,10,48890,4,2025-04
2025-04-25,11,59085,4,2025-04
2025-04-25,12,69658,4,2025-04
2025-04-25,13,66190,4,2025-04
2025-04-25,14,53986,4,2025-04
2025-04-25,15,39855,4,2025-04
2025-04-25,16,41233,4,2025-04
2025-04-25,17,36563,4,2025-04
2025-04-25,18,42461,4,2025-04
2025-04-25,19,33908,4,2025-04
2025-04-25,20,27419,4,2025-04
2025-04-25,21,25062,4,2025-04
2025-04-25,22,22670,4,2025-04
2025-04-25,23,17942,4,2025-04
2025-04-26,0,7482,5,2025-04
2025-04-26,1,5392,5,2025-04
2025-04-26,2,3129,5,2025-04
2025-04-26,3,2658,5,2025-04
2025-04-26,4,2130,5,2025-04
2025-04-26,5,1851,5,2025-04
2025-04-26,6,3231,5,2025-04
2025-04-26,7,7218,5,2025-04
2025-04-26,8,15077,5,2025-04
2025-04-26,9,26710,5,2025-04
2025-04-26,10,40138,5,2025-04
2025-04-26,11,53441,5,2025-04
2025-04-26,12,63025,5,2025-04
2025-04-26,13,63580,5,2025-04
2025-04-26,14,68811,5,2025-04
2025-04-26,15,70204,5,2025-04
2025-04-26,16,66991,5,2025-04
2025-04-26,17,53284,5,2025-04
2025-04-26,18,43873,5,2025-04
2025-04-26,19,45131,5,2025-04
2025-04-26,20,38441,5,2025-04
2025-04-26,21,40494,5,2025-04
2025-04-26,22,35477,5,2025-04
2025-04-26,23,23742,5,2025-04
2025-04-27,0,14576,6,2025-04
2025-04-27,1,8978,6,2025-04
2025-04-27,2,6516,6,2025-04
2025-04-27,3,5538,6,2025-04
2025-04-27,4,3515,6,2025-04
2025-04-27,5,2677,6,2025-04
2025-04-27,6,3292,6,2025-04
2025-04-27,7,6931,6,2025-04
2025-04-27,8,13013,6,2025-04
2025-04-27,9,21932,6,2025-04
2025-04-27,10,36329,6,2025-04
2025-04-27,11,47484,6,2025-04
2025-04-27,12,56954,6,2025-04
2025-04-27,13,62762,6,2025-04
2025-04-27,14,66857,6,2025-04
2025-04-27,15,54920,6,2025-04
2025-04-27,16,47662,6,2025-04
2025-04-27,17,41157,6,2025-04
2025-04-27,18,40510,6,2025-04
2025-04-27,19,38455,6,2025-04
2025-04-27,20,27579,6,2025-04
2025-04-27,21,20430,6,2025-04
2025-04-27,22,13385,6,2025-04
2025-04-27,23,10443,6,2025-04
2025-04-28,0,4531,0,2025-04
2025-04-28,1,2415,0,2025-04
2025-04-28,2,1400,0,2025-04
2025-04-28,3,908,0,2025-04
2025-04-28,4,1339,0,2025-04
2025-04-28,5,3011,0,2025-04
2025-04-28,6,9625,0,2025-04
2025-04-28,7,23286,0,2025-04
2025-04-28,8,50136,0,2025-04
2025-04-28,9,35438,0,2025-04
2025-04-28,10,36618,0,2025-04
2025-04-28,11,39897,0,2025-04
2025-04-28,12,59373,0,2025-04
2025-04-28,13,62419,0,2025-04
2025-04-28,14,50228,0,2025-04
2025-04-28,15,48939,0,2025-04
2025-04-28,16,60071,0,2025-04
2025-04-28,17,73162,0,2025-04
2025-04-28,18,46008,0,2025-04
2025-04-28,19,31987,0,2025-04
2025-04-28,20,24220,0,2025-04
2025-04-28,21,18441,0,2025-04
2025-04-28,22,10030,0,2025-04
2025-04-28,23,4266,0,2025-04
2025-04-29,0,2703,1,2025-04
2025-04-29,1,1671,1,2025-04
2025-04-29,2,807,1,2025-04
2025-04-29,3,697,1,2025-04
2025-04-29,4,741,1,2025-04
2025-04-29,5,2541,1,2025-04
2025-04-29,6,9743,1,2025-04
2025-04-29,7,27266,1,2025-04
2025-04-29,8,57339,1,2025-04
2025-04-29,9,41969,1,2025-04
2025-04-29,10,36603,1,2025-04
2025-04-29,11,41398,1,2025-04
2025-04-29,12,61429,1,2025-04
2025-04-29,13,62569,1,2025-04
2025-04-29,14,51250,1,2025-04
2025-04-29,15,45566,1,2025-04
2025-04-29,16,58026,1,2025-04
2025-04-29,17,73124,1,2025-04
2025-04-29,18,49987,1,2025-04
2025-04-29,19,22742,1,2025-04
2025-04-29,20,20354,1,2025-04
2025-04-29,21,17606,1,2025-04
2025-04-29,22,11401,1,2025-04
2025-04-29,23,8260,1,2025-04
2025-04-30,0,2806,2,2025-04
2025-04-30,1,1700,2,2025-04
2025-04-30,2,1461,2,2025-04
2025-04-30,3,999,2,2025-04
2025-04-30,4,1158,2,2025-04
2025-04-30,5,2817,2,2025-04
2025-04-30,6,10137,2,2025-04
2025-04-30,7,27634,2,2025-04
2025-04-30,8,56311,2,2025-04
2025-04-30,9,43077,2,2025-04
2025-04-30,10,35544,2,2025-04
2025-04-30,11,43702,2,2025-04
2025-04-30,12,73407,2,2025-04
2025-04-30,13,66837,2,2025-04
2025-04-30,14,56099,2,2025-04
2025-04-30,15,60329,2,2025-04
2025-04-30,16,69469,2,2025-04
2025-04-30,17,77591,2,2025-04
2025-04-30,18,55724,2,2025-04
2025-04-30,19,35705,2,2025-04
2025-04-30,20,30112,2,2025-04
2025-04-30,21,22318,2,2025-04
2025-04-30,22,17693,2,2025-04
2025-04-30,23,9697,2,2025-04
2025-05-01,0,3852,3,2025-05
2025-05-01,1,2048,3,2025-05
2025-05-01,2,1248,3,2025-05
2025-05-01,3,978,3,2025-05
2025-05-01,4,1184,3,2025-05
2025-05-01,5,2934,3,2025-05
2025-05-01,6,10340,3,2025-05
2025-05-01,7,26999,3,2025-05
2025-05-01,8,60454,3,2025-05
2025-05-01,9,45662,3,2025-05
2025-05-01,10,37414,3,2025-05
2025-05-01,11,47174,3,2025-05
2025-05-01,12,73051,3,2025-05
2025-05-01,13,71841,3,2025-05
2025-05-01,14,59508,3,2025-05
2025-05-01,15,54711,3,2025-05
2025-05-01,16,67098,3,2025-05
2025-05-01,17,80258,3,2025-05
2025-05-01,18,56509,3,2025-05
2025-05-01,19,38178,3,2025-05
2025-05-01,20,30950,3,2025-05
2025-05-01,21,26787,3,2025-05
2025-05-01,22,26882,3,2025-05
2025-05-01,23,9756,3,2025-05
2025-05-02,0,4985,4,2025-05
2025-05-02,1,2738,4,2025-05
2025-05-02,2,1530,4,2025-05
2025-05-02,3,1011,4,2025-05
2025-05-02,4,1167,4,2025-05
2025-05-02,5,2617,4,2025-05
2025-05-02,6,8116,4,2025-05
2025-05-02,7,18295,4,2025-05
2025-05-02,8,40904,4,2025-05
2025-05-02,9,38312,4,2025-05
2025-05-02,10,40057,4,2025-05
2025-05-02,11,44343,4,2025-05
2025-05-02,12,66062,4,2025-05
2025-05-02,13,64985,4,2025-05
2025-05-02,14,61539,4,2025-05
2025-05-02,15,58030,4,2025-05
2025-05-02,16,65200,4,2025-05
2025-05-02,17,76431,4,2025-05
2025-05-02,18,59683,4,2025-05
2025-05-02,19,46283,4,2025-05
2025-05-02,20,40146,4,2025-05
2025-05-02,21,38561,4,2025-05
2025-05-02,22,33214,4,2025-05
2025-05-02,23,19107,4,2025-05
2025-05-03,0,9708,5,2025-05
2025-05-03,1,6233,5,2025-05
2025-05-03,2,4072,5,2025-05
2025-05-03,3,2767,5,2025-05
2025-05-03,4,1885,5,2025-05
2025-05-03,5,1852,5,2025-05
2025-05-03,6,3984,5,2025-05
2025-05-03,7,8674,5,2025-05
2025-05-03,8,17064,5,2025-05
2025-05-03,9,29476,5,2025-05
2025-05-03,10,41848,5,2025-05
2025-05-03,11,51918,5,2025-05
2025-05-03,12,52700,5,2025-05
2025-05-03,13,61134,5,2025-05
2025-05-03,14,63950,5,2025-05
2025-05-03,15,66048,5,2025-05
2025-05-03,16,62992,5,2025-05
2025-05-03,17,66802,5,2025-05
2025-05-03,18,58086,5,2025-05
2025-05-03,19,46897,5,2025-05
2025-05-03,20,42549,5,2025-05
2025-05-03,21,36645,5,2025-05
2025-05-03,22,36199,5,2025-05
2025-05-03,23,29775,5,2025-05
2025-05-04,0,13609,6,2025-05
2025-05-04,1,9794,6,2025-05
2025-05-04,2,6582,6,2025-05
2025-05-04,3,4869,6,2025-05
2025-05-04,4,3158,6,2025-05
2025-05-04,5,2400,6,2025-05
2025-05-04,6,3406,6,2025-05
2025-05-04,7,7418,6,2025-05
2025-05-04,8,14490,6,2025-05
2025-05-04,9,24795,6,2025-05
2025-05-04,10,38110,6,2025-05
2025-05-04,11,43908,6,2025-05
2025-05-04,12,52464,6,2025-05
2025-05-04,13,62320,6,2025-05
2025-05-04,14,61981,6,2025-05
2025-05-04,15,59422,6,2025-05
2025-05-04,16,53768,6,2025-05
2025-05-04,17,43234,6,2025-05
2025-05-04,18,42893,6,2025-05
2025-05-04,19,31627,6,2025-05
2025-05-04,20,28427,6,2025-05
2025-05-04,21,21607,6,2025-05
2025-05-04,22,12353,6,2025-05
2025-05-04,23,6678,6,2025-05
2025-05-05,0,3374,0,2025-05
2025-05-05,1,2046,0,2025-05
2025-05-05,2,1306,0,2025-05
2025-05-05,3,1000,0,2025-05
2025-05-05,4,1078,0,2025-05
2025-05-05,5,2337,0,2025-05
2025-05-05,6,7690,0,2025-05
2025-05-05,7,22750,0,2025-05
2025-05-05,8,52435,0,2025-05
2025-05-05,9,37632,0,2025-05
2025-05-05,10,35546,0,2025-05
2025-05-05,11,40963,0,2025-05
2025-05-05,12,65399,0,2025-05
2025-05-05,13,60039,0,2025-05
2025-05-05,14,52135,0,2025-05
2025-05-05,15,54178,0,2025-05
2025-05-05,16,62810,0,2025-05
2025-05-05,17,71877,0,2025-05
2025-05-05,18,44069,0,2025-05
2025-05-05,19,32357,0,2025-05
2025-05-05,20,27137,0,2025-05
2025-05-05,21,18825,0,2025-05
2025-05-05,22,12629,0,2025-05
2025-05-05,23,6345,0,2025-05
2025-05-06,0,2804,1,2025-05
2025-05-06,1,1584,1,2025-05
2025-05-06,2,993,1,2025-05
2025-05-06,3,747,1,2025-05
2025-05-06,4,996,1,2025-05
2025-05-06,5,2850,1,2025-05
2025-05-06,6,10515,1,2025-05
2025-05-06,7,28613,1,2025-05
2025-05-06,8,63392,1,2025-05
2025-05-06,9,44957,1,2025-05
2025-05-06,10,40052,1,2025-05
2025-05-06,11,42826,1,2025-05
2025-05-06,12,72335,1,2025-05
2025-05-06,13,70287,1,2025-05
2025-05-06,14,49737,1,2025-05
2025-05-06,15,54827,1,2025-05
2025-05-06,16,67744,1,2025-05
2025-05-06,17,81239,1,2025-05
2025-05-06,18,50199,1,2025-05
2025-05-06,19,36491,1,2025-05
2025-05-06,20,29262,1,2025-05
2025-05-06,21,22441,1,2025-05
2025-05-06,22,15800,1,2025-05
2025-05-06,23,7392,1,2025-05
2025-05-07,0,3856,2,2025-05
2025-05-07,1,1962,2,2025-05
2025-05-07,2,1027,2,2025-05
2025-05-07,3,1001,2,2025-05
2025-05-07,4,1027,2,2025-05
2025-05-07,5,2782,2,2025-05
2025-05-07,6,11056,2,2025-05
2025-05-07,7,27959,2,2025-05
2025-05-07,8,58730,2,2025-05
2025-05-07,9,43130,2,2025-05
2025-05-07,10,38873,2,2025-05
2025-05-07,11,36111,2,2025-05
2025-05-07,12,50086,2,2025-05
2025-05-07,13,53474,2,2025-05
2025-05-07,14,49650,2,2025-05
2025-05-07,15,53547,2,2025-05
2025-05-07,16,64265,2,2025-05
2025-05-07,17,80016,2,2025-05
2025-05-07,18,53806,2,2025-05
2025-05-07,19,35434,2,2025-05
2025-05-07,20,26483,2,2025-05
2025-05-07,21,23144,2,2025-05
2025-05-07,22,14806,2,2025-05
2025-05-07,23,11090,2,2025-05
2025-05-08,0,3308,3,2025-05
2025-05-08,1,1756,3,2025-05
2025-05-08,2,1214,3,2025-05
2025-05-08,3,889,3,2025-05
2025-05-08,4,1039,3,2025-05
2025-05-08,5,2821,3,2025-05
2025-05-08,6,9950,3,2025-05
2025-05-08,7,24233,3,2025-05
2025-05-08,8,55579,3,2025-05
2025-05-08,9,45648,3,2025-05
2025-05-08,10,40312,3,2025-05
2025-05-08,11,47243,3,2025-05
2025-05-08,12,70769,3,2025-05
2025-05-08,13,67345,3,2025-05
2025-05-08,14,57845,3,2025-05
2025-05-08,15,53781,3,2025-05
2025-05-08,16,64804,3,2025-05
2025-05-08,17,88544,3,2025-05
2025-05-08,18,55333,3,2025-05
2025-05-08,19,38664,3,2025-05
2025-05-08,20,33356,3,2025-05
2025-05-08,21,26771,3,2025-05
2025-05-08,22,18409,3,2025-05
2025-05-08,23,11466,3,2025-05
2025-05-09,0,4160,4,2025-05
2025-05-09,1,2809,4,2025-05
2025-05-09,2,1770,4,2025-05
2025-05-09,3,1266,4,2025-05
2025-05-09,4,1206,4,2025-05
2025-05-09,5,2635,4,2025-05
2025-05-09,6,8135,4,2025-05
2025-05-09,7,19342,4,2025-05
2025-05-09,8,42926,4,2025-05
2025-05-09,9,39917,4,2025-05
2025-05-09,10,41315,4,2025-05
2025-05-09,11,47970,4,2025-05
2025-05-09,12,68870,4,2025-05
2025-05-09,13,64030,4,2025-05
2025-05-09,14,58073,4,2025-05
2025-05-09,15,64834,4,2025-05
2025-05-09,16,70200,4,2025-05
2025-05-09,17,76286,4,2025-05
2025-05-09,18,58648,4,2025-05
2025-05-09,19,43837,4,2025-05
2025-05-09,20,41468,4,2025-05
2025-05-09,21,38429,4,2025-05
2025-05-09,22,34679,4,2025-05
2025-05-09,23,24499,4,2025-05
2025-05-10,0,12190,5,2025-05
2025-05-10,1,6417,5,2025-05
2025-05-10,2,4359,5,2025-05
2025-05-10,3,3432,5,2025-05
2025-05-10,4,2077,5,2025-05
2025-05-10,5,2004,5,2025-05
2025-05-10,6,4521,5,2025-05
2025-05-10,7,9658,5,2025-05
2025-05-10,8,16812,5,2025-05
2025-05-10,9,30817,5,2025-05
2025-05-10,10,42159,5,2025-05
2025-05-10,11,61204,5,2025-05
2025-05-10,12,75104,5,2025-05
2025-05-10,13,70901,5,2025-05
2025-05-10,14,69905,5,2025-05
2025-05-10,15,71774,5,2025-05
2025-05-10,16,73075,5,2025-05
2025-05-10,17,62015,5,2025-05
2025-05-10,18,55188,5,2025-05
2025-05-10,19,60087,5,2025-05
2025-05-10,20,45589,5,2025-05
2025-05-10,21,38904,5,2025-05
2025-05-10,22,32732,5,2025-05
2025-05-10,23,22359,5,2025-05
2025-05-11,0,12119,6,2025-05
2025-05-11,1,8402,6,2025-05
2025-05-11,2,5183,6,2025-05
2025-05-11,3,3676,6,2025-05
2025-05-11,4,2467,6,2025-05
2025-05-11,5,2466,6,2025-05
2025-05-11,6,4575,6,2025-05
2025-05-11,7,10285,6,2025-05
2025-05-11,8,22352,6,2025-05
2025-05-11,9,29013,6,2025-05
2025-05-11,10,41622,6,2025-05
2025-05-11,11,54402,6,2025-05
2025-05-11,12,65206,6,2025-05
2025-05-11,13,63573,6,2025-05
2025-05-11,14,59933,6,2025-05
2025-05-11,15,63637,6,2025-05
2025-05-11,16,71248,6,2025-05
2025-05-11,17,50639,6,2025-05
2025-05-11,18,42319,6,2025-05
2025-05-11,19,38029,6,2025-05
2025-05-11,20,29013,6,2025-05
2025-05-11,21,21024,6,2025-05
2025-05-11,22,14919,6,2025-05
2025-05-11,23,8966,6,2025-05
2025-05-12,0,3833,0,2025-05
2025-05-12,1,1667,0,2025-05
2025-05-12,2,1180,0,2025-05
2025-05-12,3,953,0,2025-05
2025-05-12,4,1105,0,2025-05
2025-05-12,5,2719,0,2025-05
